,timestamp,bkr_price_long,bkr_price_short,psize_long,pprice_long,psize_short,pprice_short,price,closest_bkr_long,closest_bkr_short,balance_long,balance_short,equity_long,equity_short,wallet_exposure_long,wallet_exposure_short
29,1667003344000.0,0.0,6.083835310760004,390.0,0.08348,-50.0,0.083515696,0.08357,1.0,1.0,299.99674428,300.0159807380002,300.03184428,300.0132655380002,0.10852517775863912,0.013918541238130426
30,1667003404000.0,0.0,6.083835310760004,390.0,0.08348,-50.0,0.083515696,0.08369,1.0,1.0,299.99674428,300.0159807380002,300.07864428,300.00726553800024,0.10852517775863912,0.013918541238130426
31,1667003464000.0,0.0,6.083835310760004,390.0,0.08348,-50.0,0.083515696,0.08388,1.0,1.0,299.99674428,300.0159807380002,300.15274428,299.99776553800024,0.10852517775863912,0.013918541238130426
32,1667003524000.0,0.0,6.083835310760004,390.0,0.08348,-50.0,0.083515696,0.08377,1.0,1.0,299.99674428,300.0159807380002,300.10984427999995,300.0032655380002,0.10852517775863912,0.013918541238130426
33,1667003584000.0,0.0,6.083835310760004,390.0,0.08348,-50.0,0.083515696,0.08383,1.0,1.0,299.99674428,300.0159807380002,300.13324428,300.00026553800024,0.10852517775863912,0.013918541238130426
34,1667003644000.0,0.0,6.083835310760004,390.0,0.08348,-50.0,0.083515696,0.08369,1.0,1.0,299.99674428,300.0159807380002,300.07864428,300.00726553800024,0.10852517775863912,0.013918541238130426
35,1667003704000.0,0.0,7.060649003674424,390.0,0.08348,-43.0,0.083515696,0.08338,1.0,1.0,299.99674428,300.01673223000023,299.95774428,300.02256715800024,0.10852517775863912,0.011969915482070236
36,1667003764000.0,0.0,33.41942487533337,390.0,0.08348,-9.0,0.083515696,0.08347,1.0,1.0,299.99674428,300.02318261400035,299.99284428,300.0235938780003,0.10852517775863912,0.0025052772837458903
37,1667003824000.0,0.0,37.58642694225004,390.0,0.08348,-8.0,0.083515696,0.08334,1.0,1.0,299.99674428,300.02328997000035,299.94214428,300.02469553800034,0.10852517775863912,0.002226912344261029
38,1667003884000.0,0.0,37.58642694225004,390.0,0.08348,-8.0,0.083515696,0.08347,1.0,1.0,299.99674428,300.02328997000035,299.99284428,300.02365553800036,0.10852517775863912,0.002226912344261029
39,1667003944000.0,0.0,50.087433143000055,390.0,0.08348,-6.0,0.083515696,0.0834,1.0,1.0,299.99674428,300.02350468200035,299.96554427999996,300.0241988580004,0.10852517775863912,0.001670183062927412
40,1667004004000.0,0.0,150.09556614900012,390.0,0.08348,-2.0,0.08305,0.08312,1.0,1.0,299.99674428,300.02503229800027,299.85634428,300.0248922980003,0.10852517775863912,0.0005536204720245507
41,1667004064000.0,0.0,60.08814146760005,390.0,0.08348,-5.0,0.08313999999999999,0.08316,1.0,1.0,299.99674428,300.02500733800025,299.87194428,300.0249073380003,0.10852517775863912,0.0013855511701785688
42,1667004124000.0,0.0,60.08814146760005,390.0,0.08348,-5.0,0.08313999999999999,0.08325,1.0,1.0,299.99674428,300.02500733800025,299.90704428,300.0244573380003,0.10852517775863912,0.0013855511701785688
43,1667004184000.0,0.0,60.08814146760005,390.0,0.08348,-5.0,0.08313999999999999,0.08326,1.0,1.0,299.99674428,300.02500733800025,299.91094427999997,300.02440733800023,0.10852517775863912,0.0013855511701785688
44,1667004244000.0,0.0,60.08814146760005,390.0,0.08348,-5.0,0.08313999999999999,0.08329,1.0,1.0,299.99674428,300.02500733800025,299.92264428,300.02425733800027,0.10852517775863912,0.0013855511701785688
45,1667004304000.0,0.0,18.834875974875015,390.0,0.08348,-16.0,0.08331875,0.08346,1.0,1.0,299.99674428,300.02491559800023,299.98894428,300.02265559800026,0.10852517775863912,0.0044432976419405265
46,1667004364000.0,0.0,18.834875974875015,390.0,0.08348,-16.0,0.08331875,0.08338,1.0,1.0,299.99674428,300.02491559800023,299.95774428,300.0239355980002,0.10852517775863912,0.0044432976419405265
47,1667004424000.0,0.0,18.834875974875015,390.0,0.08348,-16.0,0.08331875,0.08352,1.0,1.0,299.99674428,300.02491559800023,300.01234428,300.02169559800024,0.10852517775863912,0.0044432976419405265
48,1667004484000.0,0.0,6.084002627160005,390.0,0.08348,-50.0,0.08351,0.08364,1.0,1.0,299.99674428,300.02463135800025,300.05914428,300.01813135800023,0.10852517775863912,0.013917190668980917
49,1667004544000.0,0.0,6.084002627160005,390.0,0.08348,-50.0,0.08351,0.08372,1.0,1.0,299.99674428,300.02463135800025,300.09034427999995,300.01413135800027,0.10852517775863912,0.013917190668980917
50,1667004604000.0,0.0,6.084002627160005,390.0,0.08348,-50.0,0.08351,0.08375,1.0,1.0,299.99674428,300.02463135800025,300.10204428,300.01263135800025,0.10852517775863912,0.013917190668980917
51,1667004664000.0,0.0,6.084002627160005,390.0,0.08348,-50.0,0.08351,0.08369,1.0,1.0,299.99674428,300.02463135800025,300.07864428,300.01563135800023,0.10852517775863912,0.013917190668980917
52,1667004724000.0,0.0,6.084002627160005,390.0,0.08348,-50.0,0.08351,0.08374,1.0,1.0,299.99674428,300.02463135800025,300.09814428,300.01313135800024,0.10852517775863912,0.013917190668980917
53,1667004784000.0,0.0,6.084002627160005,390.0,0.08348,-50.0,0.08351,0.08373,1.0,1.0,299.99674428,300.02463135800025,300.09424428,300.0136313580002,0.10852517775863912,0.013917190668980917
54,1667004844000.0,0.0,6.084002627160005,390.0,0.08348,-50.0,0.08351,0.08391,1.0,1.0,299.99674428,300.02463135800025,300.16444428,300.00463135800027,0.10852517775863912,0.013917190668980917
55,1667004904000.0,0.0,6.084002627160005,390.0,0.08348,-50.0,0.08351,0.0839,1.0,1.0,299.99674428,300.02463135800025,300.16054427999995,300.00513135800026,0.10852517775863912,0.013917190668980917
56,1667004964000.0,0.0,1.4114276679557534,390.0,0.08348,-226.0,0.08389159292035397,0.08402,1.0,1.0,299.99674428,300.02315295800025,300.20734428,299.99413295800025,0.10852517775863912,0.06319345628186938
57,1667005024000.0,0.0,1.4114276679557534,390.0,0.08348,-226.0,0.08389159292035397,0.08393,1.0,1.0,299.99674428,300.02315295800025,300.17224428,300.0144729580002,0.10852517775863912,0.06319345628186938
58,1667005084000.0,0.0,1.4114276679557534,390.0,0.08348,-226.0,0.08389159292035397,0.08398,1.0,1.0,299.99674428,300.02315295800025,300.19174427999997,300.0031729580003,0.10852517775863912,0.06319345628186938
59,1667005144000.0,0.0,1.4114276679557534,390.0,0.08348,-226.0,0.08389159292035397,0.08399,1.0,1.0,299.99674428,300.02315295800025,300.19564427999995,300.00091295800024,0.10852517775863912,0.06319345628186938
60,1667005204000.0,0.0,1.4114276679557534,390.0,0.08348,-226.0,0.08389159292035397,0.08399,1.0,1.0,299.99674428,300.02315295800025,300.19564427999995,300.00091295800024,0.10852517775863912,0.06319345628186938
61,1667005264000.0,0.0,1.880466817592816,390.0,0.08348,-167.0,0.08389159292035397,0.08376,1.0,1.0,299.99674428,300.02806252030115,300.10594427999996,300.05003853800025,0.10852517775863912,0.046695285434345486
62,1667005324000.0,0.0,3.6559019570000038,390.0,0.08348,-84.0,0.08389159292035397,0.08373,1.0,1.0,299.99674428,300.0488705826906,300.09424428,300.06244438800036,0.10852517775863912,0.023485820131983057
63,1667005384000.0,0.0,5.169543307423734,390.0,0.08348,-59.0,0.08389159292035397,0.08363,1.0,1.0,299.99674428,300.0534511556994,300.05524427999995,300.06888513800027,0.10852517775863912,0.016495740886287982
64,1667005444000.0,0.0,6.084993596160006,390.0,0.08348,-50.0,0.08389159292035397,0.08391,1.0,1.0,299.99674428,300.0551001619826,300.16444428,300.0541798080003,0.10852517775863912,0.013979364602545617
65,1667005504000.0,0.0,6.084993596160006,390.0,0.08348,-50.0,0.08389159292035397,0.08426,1.0,1.0,299.99674428,300.0551001619826,300.30094427999995,300.03667980800026,0.10852517775863912,0.013979364602545617
66,1667005564000.0,0.0,6.084993596160006,390.0,0.08348,-50.0,0.08389159292035397,0.08414,1.0,1.0,299.99674428,300.0551001619826,300.25414428,300.0426798080003,0.10852517775863912,0.013979364602545617
67,1667005624000.0,0.0,6.084993596160006,390.0,0.08348,-50.0,0.08389159292035397,0.08391,1.0,1.0,299.99674428,300.0551001619826,300.16444428,300.0541798080003,0.10852517775863912,0.013979364602545617
68,1667005684000.0,0.0,6.084993596160006,390.0,0.08348,-50.0,0.08389159292035397,0.08391,1.0,1.0,299.99674428,300.0551001619826,300.16444428,300.0541798080003,0.10852517775863912,0.013979364602545617
69,1667005744000.0,0.0,6.084993596160006,390.0,0.08348,-50.0,0.08389159292035397,0.08422,1.0,1.0,299.99674428,300.0551001619826,300.28534427999995,300.03867980800027,0.10852517775863912,0.013979364602545617
70,1667005804000.0,0.0,1.4543920248767137,390.0,0.08381899999999999,-219.0,0.08428392532428174,0.08455,1.0,1.0,300.12190491300004,300.0536738019826,300.40699491300006,299.9954034480003,0.10892044021070728,0.061516259448297875
71,1667005864000.0,0.0,1.4543920248767137,390.0,0.08381899999999999,-219.0,0.08428392532428174,0.08424,1.0,1.0,300.12190491300004,300.0536738019826,300.28609491300006,300.0632934480003,0.10892044021070728,0.061516259448297875
72,1667005924000.0,0.0,1.4543920248767137,390.0,0.08381899999999999,-219.0,0.08428392532428174,0.08437,1.0,1.0,300.12190491300004,300.0536738019826,300.33679491300006,300.0348234480003,0.10892044021070728,0.061516259448297875
73,1667005984000.0,0.0,1.4543920248767137,390.0,0.08381899999999999,-219.0,0.08428392532428174,0.08466,1.0,1.0,300.12190491300004,300.0536738019826,300.44989491300004,299.9713134480003,0.10892044021070728,0.061516259448297875
74,1667006044000.0,0.0,0.4848564532640004,388.0,0.08450739664219648,-750.0,0.08479090619469026,0.08511,1.0,1.0,300.36990375717227,300.0491603019826,300.60371386,299.80983994800033,0.10916163532708559,0.21194253495665422
75,1667006104000.0,0.0,0.4848564532640004,388.0,0.08450739664219648,-750.0,0.08479090619469026,0.085,1.0,1.0,300.36990375717227,300.0491603019826,300.56103386,299.8923399480003,0.10916163532708559,0.21194253495665422
76,1667006164000.0,0.0,0.4848564532640004,388.0,0.08450739664219648,-750.0,0.08479090619469026,0.0853,1.0,1.0,300.36990375717227,300.0491603019826,300.67743386,299.66733994800035,0.10916163532708559,0.21194253495665422
77,1667006224000.0,0.0,0.4848564532640004,386.0,0.08472261075742304,-750.0,0.08479090619469026,0.08564,1.0,1.0,300.4478577703653,300.0491603019826,300.801970018,299.41233994800035,0.10884726552905032,0.21194253495665422
78,1667006284000.0,0.0,0.4848564532640004,385.0,0.08482230790541095,-750.0,0.08479090619469026,0.08536,1.0,1.0,300.4843555895833,300.0491603019826,300.6913670460001,299.62233994800033,0.10867982953557567,0.21194253495665422
79,1667006344000.0,0.0,0.4848564532640004,385.0,0.08501841857029939,-750.0,0.08479090619469026,0.08584,1.0,1.0,300.5574131615653,300.0491603019826,300.87372201200003,299.2623399480003,0.10890462093500271,0.21194253495665422
80,1667006404000.0,0.0,0.2560589326594658,384.0,0.0852316180682878,-1759.0,0.08548446824674116,0.08606,1.0,1.0,300.63451354522255,300.0404829019826,300.952612207,299.02812254800034,0.1088662141690505,0.5011563046148667
81,1667006464000.0,0.0,0.2560589326594658,384.0,0.0852316180682878,-1759.0,0.08548446824674116,0.08613,1.0,1.0,300.63451354522255,300.0404829019826,300.979492207,298.90499254800034,0.1088662141690505,0.5011563046148667
82,1667006524000.0,0.0,0.2560589326594658,384.0,0.0852316180682878,-1759.0,0.08548446824674116,0.08598,1.0,1.0,300.63451354522255,300.0404829019826,300.92189220700004,299.1688425480003,0.1088662141690505,0.5011563046148667
83,1667006584000.0,0.0,0.2560589326594658,383.0,0.08545258058755259,-1759.0,0.08548446824674116,0.0863,1.0,1.0,300.71440699203276,300.0404829019826,301.03896862700014,298.6059625480003,0.10883528558676525,0.5011563046148667
84,1667006644000.0,0.0,0.2560589326594658,383.0,0.08545258058755259,-1759.0,0.08548446824674116,0.08611,1.0,1.0,300.71440699203276,300.0404829019826,300.9661986270001,298.9401725480003,0.10883528558676525,0.5011563046148667
85,1667006704000.0,0.0,0.2560589326594658,383.0,0.08545258058755259,-1759.0,0.08548446824674116,0.08586,1.0,1.0,300.71440699203276,300.0404829019826,300.87044862700014,299.3799225480003,0.10883528558676525,0.5011563046148667
86,1667006764000.0,0.0,0.2560589326594658,383.0,0.08545258058755259,-1759.0,0.08548446824674116,0.08595,1.0,1.0,300.71440699203276,300.0404829019826,300.90491862700014,299.22161254800034,0.10883528558676525,0.5011563046148667
87,1667006824000.0,0.0,0.2560589326594658,383.0,0.08545258058755259,-1759.0,0.08548446824674116,0.08611,1.0,1.0,300.71440699203276,300.0404829019826,300.9661986270001,298.9401725480003,0.10883528558676525,0.5011563046148667
88,1667006884000.0,0.0,0.2560589326594658,383.0,0.08545258058755259,-1759.0,0.08548446824674116,0.08608,1.0,1.0,300.71440699203276,300.0404829019826,300.9547086270001,298.9929425480003,0.10883528558676525,0.5011563046148667
89,1667006944000.0,0.0,0.2560589326594658,383.0,0.08555848643004084,-1759.0,0.08548446824674116,0.08649,1.0,1.0,300.75355145370577,300.0404829019826,301.1103211510001,298.27175254800034,0.10895598786553207,0.5011563046148667
90,1667007004000.0,0.0,0.2560589326594658,382.0,0.08601645853541279,-1759.0,0.08548446824674116,0.08677,1.0,1.0,300.9159594365277,300.0404829019826,301.203812276,297.7792325480003,0.10919423224363245,0.5011563046148667
91,1667007064000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08705,1.0,1.0,301.0770482964692,300.0404829019826,301.30550724700015,297.2867125480003,0.10882095209465119,0.5011563046148667
92,1667007124000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08634,1.0,1.0,301.0770482964692,300.0404829019826,301.03641724700014,298.5356025480003,0.10882095209465119,0.5011563046148667
93,1667007184000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08639,1.0,1.0,301.0770482964692,300.0404829019826,301.0553672470001,298.44765254800035,0.10882095209465119,0.5011563046148667
94,1667007244000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08628,1.0,1.0,301.0770482964692,300.0404829019826,301.01367724700015,298.64114254800035,0.10882095209465119,0.5011563046148667
95,1667007304000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08629,1.0,1.0,301.0770482964692,300.0404829019826,301.0174672470001,298.6235525480003,0.10882095209465119,0.5011563046148667
96,1667007364000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08623,1.0,1.0,301.0770482964692,300.0404829019826,300.9947272470001,298.7290925480003,0.10882095209465119,0.5011563046148667
97,1667007424000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08614,1.0,1.0,301.0770482964692,300.0404829019826,300.96061724700013,298.88740254800035,0.10882095209465119,0.5011563046148667
98,1667007484000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08617,1.0,1.0,301.0770482964692,300.0404829019826,300.97198724700013,298.83463254800034,0.10882095209465119,0.5011563046148667
99,1667007544000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08601,1.0,1.0,301.0770482964692,300.0404829019826,300.91134724700015,299.1160725480003,0.10882095209465119,0.5011563046148667
100,1667007604000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08569,1.0,1.0,301.0770482964692,300.0404829019826,300.79006724700014,299.6789525480003,0.10882095209465119,0.5011563046148667
101,1667007664000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08581,1.0,1.0,301.0770482964692,300.0404829019826,300.83554724700014,299.46787254800034,0.10882095209465119,0.5011563046148667
102,1667007724000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08577,1.0,1.0,301.0770482964692,300.0404829019826,300.8203872470001,299.53823254800034,0.10882095209465119,0.5011563046148667
103,1667007784000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.0859,1.0,1.0,301.0770482964692,300.0404829019826,300.86965724700013,299.3095625480003,0.10882095209465119,0.5011563046148667
104,1667007844000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08596,1.0,1.0,301.0770482964692,300.0404829019826,300.89239724700013,299.20402254800035,0.10882095209465119,0.5011563046148667
105,1667007904000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08595,1.0,1.0,301.0770482964692,300.0404829019826,300.8886072470001,299.22161254800034,0.10882095209465119,0.5011563046148667
106,1667007964000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08586,1.0,1.0,301.0770482964692,300.0404829019826,300.8544972470001,299.3799225480003,0.10882095209465119,0.5011563046148667
107,1667008024000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08576,1.0,1.0,301.0770482964692,300.0404829019826,300.8165972470001,299.5558225480003,0.10882095209465119,0.5011563046148667
108,1667008084000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08576,1.0,1.0,301.0770482964692,300.0404829019826,300.8165972470001,299.5558225480003,0.10882095209465119,0.5011563046148667
109,1667008144000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08565,1.0,1.0,301.0770482964692,300.0404829019826,300.7749072470001,299.7493125480003,0.10882095209465119,0.5011563046148667
110,1667008204000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08553,1.0,1.0,301.0770482964692,300.0404829019826,300.7294272470001,299.96039254800036,0.10882095209465119,0.5011563046148667
111,1667008264000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08552,1.0,1.0,301.0770482964692,300.0404829019826,300.7256372470001,299.97798254800034,0.10882095209465119,0.5011563046148667
112,1667008324000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08577,1.0,1.0,301.0770482964692,300.0404829019826,300.8203872470001,299.53823254800034,0.10882095209465119,0.5011563046148667
113,1667008384000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.0856,1.0,1.0,301.0770482964692,300.0404829019826,300.75595724700014,299.83726254800035,0.10882095209465119,0.5011563046148667
114,1667008444000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08574,1.0,1.0,301.0770482964692,300.0404829019826,300.8090172470001,299.59100254800035,0.10882095209465119,0.5011563046148667
115,1667008504000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08564,1.0,1.0,301.0770482964692,300.0404829019826,300.7711172470001,299.7669025480003,0.10882095209465119,0.5011563046148667
116,1667008564000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08565,1.0,1.0,301.0770482964692,300.0404829019826,300.7749072470001,299.7493125480003,0.10882095209465119,0.5011563046148667
117,1667008624000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08614,1.0,1.0,301.0770482964692,300.0404829019826,300.96061724700013,298.88740254800035,0.10882095209465119,0.5011563046148667
118,1667008684000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08582,1.0,1.0,301.0770482964692,300.0404829019826,300.8393372470001,299.45028254800036,0.10882095209465119,0.5011563046148667
119,1667008744000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08599,1.0,1.0,301.0770482964692,300.0404829019826,300.90376724700013,299.15125254800034,0.10882095209465119,0.5011563046148667
120,1667008804000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.0858,1.0,1.0,301.0770482964692,300.0404829019826,300.8317572470001,299.4854625480003,0.10882095209465119,0.5011563046148667
121,1667008864000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08585,1.0,1.0,301.0770482964692,300.0404829019826,300.8507072470001,299.39751254800035,0.10882095209465119,0.5011563046148667
122,1667008924000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08583,1.0,1.0,301.0770482964692,300.0404829019826,300.8431272470001,299.4326925480003,0.10882095209465119,0.5011563046148667
123,1667008984000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08608,1.0,1.0,301.0770482964692,300.0404829019826,300.93787724700013,298.9929425480003,0.10882095209465119,0.5011563046148667
124,1667009044000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08608,1.0,1.0,301.0770482964692,300.0404829019826,300.93787724700013,298.9929425480003,0.10882095209465119,0.5011563046148667
125,1667009104000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08624,1.0,1.0,301.0770482964692,300.0404829019826,300.9985172470001,298.71150254800034,0.10882095209465119,0.5011563046148667
126,1667009164000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08615,1.0,1.0,301.0770482964692,300.0404829019826,300.9644072470001,298.8698125480003,0.10882095209465119,0.5011563046148667
127,1667009224000.0,0.0,0.2560589326594658,379.0,0.08644720593527454,-1759.0,0.08548446824674116,0.08596,1.0,1.0,301.0770482964692,300.0404829019826,300.89239724700013,299.20402254800035,0.10882095209465119,0.5011563046148667
