timestamp,trade_id,timestamp,pnl,fee_paid,balance,equity,qty,price,psize,pprice,type,wallet_exposure
1667001664000.0,61,1667001664000.0,0.0,-1.6688e-05,299.999983312,299.999863312,-2.0,0.08344,-2.0,0.08344,short_ientry,0.0005562666976099288
1667001684000.0,81,1667001684000.0,0.00014000000000000123,-8.33e-06,300.00011498199996,300.000284982,1.0,0.0833,-1.0,0.08344,short_nclose,0.00027813322673228444
1667001684000.0,81,1667001684000.0,0.00014000000000000123,-8.33e-06,300.00024665199993,300.00024665199993,1.0,0.0833,0.0,0.08344,short_nclose,0.0
1667001685000.0,82,1667001685000.0,0.0,-1.6654e-05,300.00022999799995,300.00018999799994,-2.0,0.08327,-2.0,0.08327,short_ientry,0.0005551329077351383
1667001722000.0,119,1667001722000.0,0.0,-2.5050000000000002e-05,300.000204948,299.999544948,-3.0,0.0835,-5.0,0.083408,short_primary_rentry,0.001390132383650494
1667001729000.0,126,1667001729000.0,0.0,-9.207e-05,300.000112878,299.998012878,-11.0,0.0837,-16.0,0.08360875,short_primary_rentry,0.004459131655540457
1667001747000.0,144,1667001747000.0,0.0,-0.00028526,299.999827618,299.992167618,-34.0,0.0839,-50.0,0.0838068,short_primary_rentry,0.013967808025995612
1667002214000.0,611,1667002214000.0,0.0007476000000000288,-5.859e-05,300.000516628,300.005539028,7.0,0.0837,-43.0,0.0838068,short_nclose,0.012012287313720098
1667002238000.0,635,1667002238000.0,0.0014476000000000488,-5.8519999999999995e-05,300.00190570800004,300.010790508,7.0,0.0836,-36.0,0.0838068,short_nclose,0.010056752115890128
1667002238000.0,635,1667002238000.0,0.0014476000000000488,-5.8519999999999995e-05,300.00329478800006,300.01045198800006,7.0,0.0836,-29.0,0.0838068,short_nclose,0.008101235027160156
1667002247000.0,644,1667002247000.0,0.0008272000000000279,-3.344e-05,300.0040885480001,300.0100085480001,4.0,0.0836,-25.0,0.0838068,short_nclose,0.00698380482126255
1667002247000.0,644,1667002247000.0,0.0008272000000000279,-3.344e-05,300.0048823080001,300.0098551080001,4.0,0.0836,-21.0,0.0838068,short_nclose,0.0058663805284113815
1667002262000.0,659,1667002262000.0,0.0015339999999999798,-4.1750000000000005e-05,300.0063745580001,300.0119233580001,5.0,0.0835,-16.0,0.0838068,short_nclose,0.0044696010275633745
1667002277000.0,674,1667002277000.0,0.0012271999999999839,-3.3400000000000005e-05,300.0075683580001,300.0113699580001,4.0,0.0835,-12.0,0.0838068,short_nclose,0.003352187431484783
1667002299000.0,696,1667002299000.0,0.00041360000000001396,-1.672e-05,300.0079652380001,300.0102332380001,2.0,0.0836,-10.0,0.0838068,short_nclose,0.0027934858307350277
1667002299000.0,696,1667002299000.0,0.00041360000000001396,-1.672e-05,300.0083621180001,300.0101765180001,2.0,0.0836,-8.0,0.0838068,short_nclose,0.0022347857081940104
1667002305000.0,702,1667002305000.0,0.0006135999999999919,-1.6700000000000003e-05,300.0089590180001,300.0110398180001,2.0,0.0835,-6.0,0.0838068,short_nclose,0.001676085946386122
1667002320000.0,717,1667002320000.0,0.0008135999999999977,-1.668e-05,300.0097559380001,300.0114231380001,2.0,0.0834,-4.0,0.0838068,short_nclose,0.0011173876627841325
1667002320000.0,717,1667002320000.0,0.0008135999999999977,-1.668e-05,300.01055285800015,300.0113864580002,2.0,0.0834,-2.0,0.0838068,short_nclose,0.0005586923473299762
1667002341000.0,738,1667002341000.0,0.00040679999999999883,-8.34e-06,300.01095131800014,300.0113681180001,1.0,0.0834,-1.0,0.0838068,short_nclose,0.0002793458026509439
1667002341000.0,738,1667002341000.0,0.00040679999999999883,-8.34e-06,300.0113497780001,300.0113497780001,1.0,0.0834,0.0,0.0838068,short_nclose,0.0
1667002347000.0,744,1667002347000.0,0.0,-1.6668e-05,300.0113331100001,300.0113131100001,-2.0,0.08334,-2.0,0.08334,short_ientry,0.0005555790118731489
1667002361000.0,758,1667002361000.0,0.0,-2.5050000000000002e-05,300.01130806000015,300.01083806000014,-3.0,0.0835,-5.0,0.083436,short_primary_rentry,0.0013905475853482393
1667002410000.0,807,1667002410000.0,0.00013599999999999723,-8.33e-06,300.01143573000013,300.01205973000015,1.0,0.0833,-4.0,0.083436,short_nclose,0.0011124375948800764
1667002449000.0,846,1667002449000.0,0.0,-8.350000000000001e-06,300.01142738000016,300.01107138000015,-1.0,0.0835,-5.0,0.0834488,short_primary_rentry,0.0013907603575096853
1667002531000.0,928,1667002531000.0,0.00014880000000000448,-8.33e-06,300.0115678500001,300.0122030500001,1.0,0.0833,-4.0,0.0834488,short_nclose,0.001112607765067549
1667002531000.0,928,1667002531000.0,0.00014880000000000448,-8.33e-06,300.0117083200001,300.0121847200001,1.0,0.0833,-3.0,0.0834488,short_nclose,0.0008344554330958784
1667002537000.0,934,1667002537000.0,0.00024880000000000735,-8.32e-06,300.0119488000001,300.01266640000006,1.0,0.0832,-2.0,0.0834488,short_nclose,0.000556303176148696
1667002537000.0,934,1667002537000.0,0.0003488000000000102,-8.31e-06,300.01228929000007,300.0126480900001,1.0,0.0831,-1.0,0.0834488,short_nclose,0.00027815127239449886
1667002537000.0,934,1667002537000.0,0.0003488000000000102,-8.31e-06,300.01262978000005,300.01262978000005,1.0,0.0831,0.0,0.0834488,short_nclose,0.0
1667002541000.0,938,1667002541000.0,0.0,-1.6582e-05,300.01261319800005,300.0125131980001,-2.0,0.08291,-2.0,0.08291,short_ientry,0.0005527100951937756
1667002616000.0,1013,1667002616000.0,0.0,-2.4929999999999997e-05,300.01258826800006,300.01215826800006,-3.0,0.0831,-5.0,0.08302399999999999,short_primary_rentry,0.001383675273082791
1667002619000.0,1016,1667002619000.0,0.0,-9.163e-05,300.0124966380001,300.01079663800004,-11.0,0.0833,-16.0,0.08321375,short_primary_rentry,0.004437881804658667
1667002643000.0,1040,1667002643000.0,0.0,-0.0002839,300.0122127380001,300.00713273800005,-34.0,0.0835,-50.0,0.08340840000000001,short_primary_rentry,0.013900834109183474
1667002808000.0,1205,1667002808000.0,0.0007588000000000594,-5.8309999999999996e-05,300.0129132280001,300.01972442800013,7.0,0.0833,-43.0,0.08340840000000001,short_nclose,0.011954689421232777
1667002814000.0,1211,1667002814000.0,0.0006504000000000509,-4.9980000000000006e-05,300.0135136480001,300.0186344480001,6.0,0.0833,-37.0,0.08340840000000001,short_nclose,0.010286572636260887
1667002848000.0,1245,1667002848000.0,0.0012504000000000681,-4.992e-05,300.01471412800015,300.02210452800017,6.0,0.0832,-31.0,0.08340840000000001,short_nclose,0.008618445290309454
